Division,Line,Station_Name,Route_1,Route_2,Route_3,Route_4,Route_5,Route_6,Route_7,Route_8,Route_9,Route_10,Route_11,ADA,ADA_Notes,Free_Crossover,Entrance_Type,Entry,Exit_Only,Entrance_Staffing,North_South_Street,East_West_Street,Corner,Latitude,Longitude
BMT,Broadway,Canal St,J,N,Q,R,Z,6,,,,,,FALSE,NQRZ not ADA,TRUE,Stair,YES,,NONE,Broadway,Canal St,SW,40719460,-74002236
BMT,Broadway,Canal St,J,N,Q,R,Z,6,,,,,,FALSE,NQRZ not ADA,TRUE,Elevator,YES,,NONE,Lafayette St,Canal St,NE,40718304,-74000138
BMT,Broadway,Canal St,J,N,Q,R,Z,6,,,,,,FALSE,NQRZ not ADA,TRUE,Stair,YES,,NONE,Lafayette St,Canal St,NE,40718358,-74000216
BMT,Broadway,Canal St,J,N,Q,R,Z,6,,,,,,FALSE,NQRZ not ADA,TRUE,Stair,YES,,FULL,Lafayette St,Canal St,SE,40718155,-74000317
BMT,Broadway,Canal St,J,N,Q,R,Z,6,,,,,,FALSE,NQRZ not ADA,TRUE,Stair,YES,,FULL,Lafayette St,Canal St,SE,40718197,-74000388
BMT,Broadway,City Hall,R,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Broadway,Warren St,SE,40713521,-74006697
BMT,Broadway,City Hall,R,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Broadway,Warren St,NE,40713437,-74006760
BMT,Broadway,City Hall,R,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Broadway,Warren St,SE,40713110,-74007045
BMT,Broadway,Cortlandt St,R,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Church St,Dey St,SE,40711065,-74010644
BMT,Broadway,Cortlandt St,R,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Church St,Dey St,NE,40710871,-74010767
BMT,Broadway,Cortlandt St,R,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Church St,Cortlandt St,NE,40710435,-74011066
BMT,Broadway,Cortlandt St,R,,,,,,,,,,,FALSE,,TRUE,Easement,YES,,NONE,Church St,Cortlandt St,SE,40710201,-74011198
BMT,Broadway,Court St,R,2,3,4,5,,,,,,,FALSE,R not ADA,TRUE,Stair,YES,,NONE,Clinton St,Montague St,NW,40694416,-73992619
BMT,Broadway,Court St,R,2,3,4,5,,,,,,,FALSE,R not ADA,TRUE,Stair,YES,,NONE,Clinton St,Montague St,SW,40694232,-73992635
BMT,Broadway,Court St,R,2,3,4,5,,,,,,,FALSE,R not ADA,TRUE,Stair,YES,,NONE,Clinton St,Montague St,NW,40694475,-73992830
BMT,Broadway,Jay St-MetroTech,A,C,F,R,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,Bridge St,Willoughby St,NE,40692315,-73985172
BMT,Broadway,Jay St-MetroTech,A,C,F,R,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,Bridge St,Willoughby St,SE,40691980,-73985190
BMT,Broadway,Jay St-MetroTech,A,C,F,R,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,Bridge St,Willoughby St,SW,40692031,-73985395
BMT,Broadway,Jay St-MetroTech,A,C,F,R,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Lawrence St,Willoughby St,SE,40692114,-73986107
BMT,Broadway,Jay St-MetroTech,A,C,F,R,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Lawrence St,Willoughby St,SE,40692258,-73986114
BMT,Broadway,Jay St-MetroTech,A,C,F,R,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Lawrence St,Willoughby St,NE,40692359,-73986181
BMT,Broadway,Jay St-MetroTech,A,C,F,R,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Lawrence St,Willoughby St,NE,40692052,-73986191
BMT,Broadway,Lexington Av/59 St,N,Q,R,4,5,6,,,,,,FALSE,,TRUE,Stair,YES,,NONE,3rd Ave,60th St,NE,40762255,-73965918
BMT,Broadway,Lexington Av/59 St,N,Q,R,4,5,6,,,,,,FALSE,,TRUE,Stair,YES,,NONE,3rd Ave,60th St,SE,40761996,-73966105
BMT,Broadway,Lexington Av/59 St,N,Q,R,4,5,6,,,,,,FALSE,,TRUE,Stair,YES,,NONE,3rd Ave,60th St,NW,40762353,-73966155
BMT,Broadway,Lexington Av/59 St,N,Q,R,4,5,6,,,,,,FALSE,,TRUE,Stair,YES,,NONE,3rd Ave,60th St,SW,40762092,-73966340
BMT,Broadway,Lexington Av/59 St,N,Q,R,4,5,6,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Lexington Ave,60th St,NW,40762986,-73967850
BMT,Broadway,Prince St,N,R,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Broadway,Prince St,NE,40724220,-73997633
BMT,Broadway,Prince St,N,R,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Broadway,Prince St,SE,40724124,-73997686
BMT,Broadway,Prince St,N,R,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Broadway,Prince St,NW,40724344,-73997875
BMT,Broadway,Prince St,N,R,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Broadway,Prince St,SW,40724260,-73997957
BMT,Broadway,Rector St,R,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Greenwich St,Morris St,NE,40706345,-74014000
BMT,Broadway,Rector St,R,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Trinity Pl,Rector St,NE,40708028,-74012696
BMT,Broadway,Rector St,R,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Trinity Pl,Rector St,NE,40707902,-74012774
BMT,Broadway,Rector St,R,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Trinity Pl,Rector St,NW,40708083,-74012863
BMT,Broadway,Rector St,R,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Trinity Pl,Rector St,SE,40707647,-74012924
BMT,Broadway,Rector St,R,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Trinity Pl,Rector St,NW,40707950,-74012963
BMT,Broadway,Rector St,R,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Trinity Pl,Rector St,SW,40707659,-74013166
BMT,Broadway,Rector St,R,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Trinity Pl,Rector St,SW,40707495,-74013273
BMT,Broadway,Rector St,R,,,,,,,,,,,FALSE,,FALSE,Stair,NO,YES,NONE,Trinity Pl,Exchange Alley,NW,40707225,-74013454
BMT,Broadway,Times Sq-42 St,A,C,E,N,Q,R,GS,1,2,3,7,TRUE,Shuttle not ADA,TRUE,Stair,YES,,NONE,Broadway,40th St,NE,40754301,-73986623
BMT,Broadway,Times Sq-42 St,A,C,E,N,Q,R,GS,1,2,3,7,TRUE,Shuttle not ADA,TRUE,Stair,YES,,NONE,Broadway,40th St,SE,40754172,-73986680
BMT,Broadway,Times Sq-42 St,A,C,E,N,Q,R,GS,1,2,3,7,TRUE,Shuttle not ADA,TRUE,Stair,YES,,NONE,Broadway,40th St,SW,40754335,-73987097
BMT,Broadway,Times Sq-42 St,A,C,E,N,Q,R,GS,1,2,3,7,TRUE,Shuttle not ADA,TRUE,Stair,YES,,NONE,Broadway,40th St,NW,40754507,-73987108
BMT,Broadway,Whitehall St-South Ferry,R,1,,,,,,,,,,FALSE,R not ADA,TRUE,Stair,YES,,FULL,Whitehall St,Water St,SE,40701938,-74012588
BMT,Broadway,Whitehall St-South Ferry,R,1,,,,,,,,,,FALSE,R not ADA,TRUE,Stair,YES,,FULL,Whitehall St,Water St,SE,40702108,-74012642
BMT,Broadway,Whitehall St-South Ferry,R,1,,,,,,,,,,FALSE,R not ADA,TRUE,Stair,YES,,NONE,Whitehall St,Stone St,NE,40704114,-74013000
BMT,Broadway,Whitehall St-South Ferry,R,1,,,,,,,,,,FALSE,R not ADA,TRUE,Stair,YES,,NONE,Whitehall St,Stone St,W,40704015,-74013284
BMT,Broadway,Whitehall St-South Ferry,R,1,,,,,,,,,,FALSE,R not ADA,TRUE,Stair,YES,,NONE,Whitehall St,Stone St,W,40704096,-74013293
BMT,Canarsie,1 Av,L,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,1st Av,14th St,NE,40731397,-73982112
BMT,Canarsie,1 Av,L,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,1st Av,14th St,NE,40731483,-73982145
BMT,Canarsie,1 Av,L,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,1st Av,14th St,SE,40731118,-73982563
BMT,Canarsie,1 Av,L,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,1st Av,14th St,SE,40731050,-73982625
BMT,Canarsie,3 Av,L,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,3rd Av,14th St,NE,40733122,-73986548
BMT,Canarsie,3 Av,L,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,3rd Av,14th St,SE,40732961,-73986657
BMT,Canarsie,3 Av,L,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,3rd Av,14th St,NE,40733277,-73986931
BMT,Canarsie,3 Av,L,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,3rd Av,14th St,SE,40733134,-73987041
BMT,Canarsie,6 Av,F,L,M,1,2,3,,,,,,FALSE,,TRUE,Stair,YES,,NONE,6th Av,14th St,SE,40737149,-73996578
BMT,Canarsie,6 Av,F,L,M,1,2,3,,,,,,FALSE,,TRUE,Stair,YES,,NONE,6th Av,14th St,SE,40737197,-73996704
BMT,Canarsie,8 Av,A,C,E,L,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,8th Av,14th St,SE,40739550,-74002389
BMT,Canarsie,8 Av,A,C,E,L,,,,,,,,TRUE,,TRUE,Elevator,YES,,FULL,8th Av,W 14th St,NW,40739935,-74002730
BMT,Canarsie,8 Av,A,C,E,L,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,8th Av,14th St,SW,40739734,-74002804
BMT,Canarsie,Atlantic Av,L,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Snediker Av,New York Av,SW,40675380,-73902612
BMT,Canarsie,Atlantic Av,L,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Snediker Av,New York Av,SW,40675607,-73902672
BMT,Canarsie,Atlantic Av,L,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Snediker Av,New York Av,SW,40675609,-73902767
BMT,Canarsie,Bedford Av,L,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Bedford Av,N 7th St,NE,40717821,-73957568
BMT,Canarsie,Bedford Av,L,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Bedford Av,N 7th St,SE,40717714,-73957695
BMT,Canarsie,Bedford Av,L,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Driggs Av,N 7th St,NE,40716991,-73956257
BMT,Canarsie,Bedford Av,L,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Driggs Av,N 7th St,SE,40716888,-73956367
BMT,Canarsie,Bushwick Av-Aberdeen St,L,,,,,,,,,,,FALSE,,TRUE,Door,YES,,FULL,De Sales Pl,Bushwick Av,NW,40682300,-73905149
BMT,Canarsie,Canarsie-Rockaway Pkwy,L,,,,,,,,,,,TRUE,,TRUE,Walkway,YES,,NONE,E 98 St,Glenwood Rd,NE,40645957,-73901755
BMT,Canarsie,Canarsie-Rockaway Pkwy,L,,,,,,,,,,,TRUE,,TRUE,Door,YES,,FULL,Glenwood Rd,Rockaway Pkwy,NW,40645560,-73902524
BMT,Canarsie,Canarsie-Rockaway Pkwy,L,,,,,,,,,,,TRUE,,TRUE,Walkway,YES,,NONE,Rockaway Pkwy,E 98 St,NW,40645646,-73902533
BMT,Canarsie,DeKalb Av,L,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,DeKalb Av,Wycoff Av,NE,40704379,-73919026
BMT,Canarsie,DeKalb Av,L,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,DeKalb Av,Wycoff Av,NW,40704480,-73919184
BMT,Canarsie,DeKalb Av,L,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,DeKalb Av,Wycoff Av,SE,40704153,-73919273
BMT,Canarsie,DeKalb Av,L,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,DeKalb Av,Wycoff Av,SW,40704326,-73919452
BMT,Canarsie,DeKalb Av,L,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Stanhope St,Wycoff Av,NE,40703461,-73917606
BMT,Canarsie,DeKalb Av,L,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Stanhope St,Wycoff Av,SE,40703248,-73917720
BMT,Canarsie,DeKalb Av,L,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Stanhope St,Wycoff Av,NW,40703540,-73917771
BMT,Canarsie,DeKalb Av,L,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Stanhope St,Wycoff Av,SW,40703353,-73917957
BMT,Canarsie,East 105 St,L,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Turnbull Av,E 105th St,SE,40651278,-73898862
BMT,Canarsie,East 105 St,L,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Turnbull Av,E 105th St,SE,40651462,-73899191
BMT,Canarsie,Graham Av,L,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Graham Av,Metropolitan Av,SE,40714439,-73944190
BMT,Canarsie,Graham Av,L,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Graham Av,Metropolitan Av,NE,40714661,-73944287
BMT,Canarsie,Graham Av,L,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Graham Av,Metropolitan Av,SW,40714613,-73944570
BMT,Canarsie,Graham Av,L,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Graham Ave,Metropolitan Av,NW,40714433,-73944546
BMT,Canarsie,Grand St,L,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Grand St,Bushwick Av,SW,40711912,-73940433
BMT,Canarsie,Grand St,L,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Grand St,Bushwick Av,SE,40712182,-73940668
BMT,Canarsie,Grand St,L,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Grand St,Bushwick Av,NW,40711791,-73940742
BMT,Canarsie,Grand St,L,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Grand St,Bushwick Av,NE,40712017,-73940976
BMT,Canarsie,Halsey St,L,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Covert St,Wyckoff Av,NW,40695201,-73903764
BMT,Canarsie,Halsey St,L,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,George St,Wyckoff Av,NE,40696094,-73904430
BMT,Canarsie,Halsey St,L,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,George St,Wyckoff Av,NW,40696069,-73904665
BMT,Canarsie,Halsey St,L,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Halsey St,Wyckoff Av,SW,40695871,-73905143
BMT,Canarsie,Halsey St,L,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Halsey St,Wyckoff Av,SE,40695990,-73905265
BMT,Canarsie,Halsey St,L,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Norman St,Wyckoff Av,NE,40695186,-73903065
BMT,Canarsie,Jefferson St,L,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Jefferson St,Wyckoff Av,NW,40707229,-73923725
BMT,Canarsie,Jefferson St,L,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Jefferson St,Wyckoff Av,SW,40707071,-73923877
BMT,Canarsie,Jefferson St,L,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Starr St,Wyckoff Av,NE,40706228,-73921910
BMT,Canarsie,Jefferson St,L,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Starr St,Wyckoff Av,SE,40705943,-73922036
BMT,Canarsie,Jefferson St,L,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Starr St,Wyckoff Av,NW,40706320,-73922062
BMT,Canarsie,Jefferson St,L,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Starr St,Wyckoff Av,SW,40706082,-73922300
BMT,Canarsie,Livonia Av,L,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Van Sinderen Av,Livonia Av,SW,40663749,-73900482
BMT,Canarsie,Livonia Av,L,,,,,,,,,,,FALSE,,TRUE,Door,YES,,FULL,Van Sinderen Av,Livonia Av,SW,40663742,-73900522
BMT,Canarsie,Lorimer St,G,L,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Lorimer St,Metropolitan Av,SE,40713908,-73949262
BMT,Canarsie,Lorimer St,G,L,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Lorimer St,Metropolitan Av,NE,40714210,-73949313
BMT,Canarsie,Lorimer St,G,L,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Union St,Metropolitan St,NE,40714170,-73951289
BMT,Canarsie,Montrose Av,L,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Montrose Av,Bushwick Av,NW,40707819,-73939749
BMT,Canarsie,Montrose Av,L,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Montrose Av,Bushwick Av,SW,40707723,-73940044
BMT,Canarsie,Morgan Av,L,,,,,,,,,,,FALSE,,TRUE,Door,YES,,NONE,Bogart St,Harrison Pl,NW,40706073,-73933633
BMT,Canarsie,Morgan Av,L,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Morgan Av,Harrison Pl,SE,40706317,-73931696
BMT,Canarsie,Morgan Av,L,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Morgan Av,Harrison Pl,SW,40706210,-73931960
BMT,Canarsie,Myrtle-Wyckoff Avs,L,M,,,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,Palmetto St,Wyckoff Av,NE,40699468,-73910648
BMT,Canarsie,Myrtle-Wyckoff Avs,L,M,,,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,Palmetto St,Wyckoff Av,SE,40699807,-73910999
BMT,Canarsie,Myrtle-Wyckoff Avs,L,M,,,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,Palmetto St,Wyckoff Av,NW,40699814,-73911295
BMT,Canarsie,Myrtle-Wyckoff Avs,L,M,,,,,,,,,,TRUE,,TRUE,Door,YES,,FULL,Wyckoff St,Myrtle St,NW,40699634,-73911478
BMT,Canarsie,New Lots Av,L,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Van Sinderen Av,New Lots Av,SW,40659041,-73899409
BMT,Canarsie,Sutter Av,L,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,LIRR Bay Ridge Divide,Sutter Av,NW,40668527,-73901765
BMT,Canarsie,Wilson Av,L,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,LIRR Bay Ridge Divide,Wilson Ave,NW,40688805,-73904741
BMT,Coney Island,Coney Island-Stillwell Av,D,F,N,Q,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Stillwell Ave,Mermaid Ave,SE,40576900,-73980846
BMT,Coney Island,Coney Island-Stillwell Av,D,F,N,Q,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,Stillwell Ave,Surf Ave,NE,40576241,-73981077
BMT,Coney Island,West 8 St-NY Aquarium,F,Q,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,8th St,Surf Ave,NW,40575929,-73976747
BMT,Coney Island,West 8 St-NY Aquarium,F,Q,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,8th St,Surf Ave,NW,40575499,-73976873
BMT,Coney Island,West 8 St-NY Aquarium,F,Q,,,,,,,,,,FALSE,,TRUE,Ramp,YES,,NONE,W 8 St,Surf Av,NW,40575752,-73976740
BMT,Coney Island,West 8 St-NY Aquarium,F,Q,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,W 8 St,Surf Av,NE,40576464,-73974862
BMT,Franklin Shuttle,Botanic Garden,FS,2,3,4,5,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Franklin Av,Eastern Pkwy,SW,40670588,-73959093
BMT,Franklin Shuttle,Park Pl,FS,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Franklin Av,Park Pl,NW,40675208,-73957591
BMT,Franklin Shuttle,Park Pl,FS,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Franklin Av,Park Pl,NW,40674516,-73957932
BMT,Jamaica,104 St,J,Z,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,104th St,Jamaica Av,NE,40695267,-73843223
BMT,Jamaica,104 St,J,Z,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,104th St,Jamaica Av,SE,40695033,-73843298
BMT,Jamaica,111 St,J,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,111th St,Jamaica Blvd,NE,40696771,-73837042
BMT,Jamaica,111 St,J,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,111th St,Jamaica Blvd,SE,40697055,-73837156
BMT,Jamaica,121 St,J,Z,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,121st St,Jamaica Av,NW,40700520,-73829231
BMT,Jamaica,121 St,J,Z,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,121st St,Jamaica Av,SW,40700254,-73829332
BMT,Jamaica,121 St,J,Z,,,,,,,,,,FALSE,,TRUE,Stair,NO,YES,NONE,123rd St,Jamaica Av,SE,40700596,-73827239
BMT,Jamaica,121 St,J,Z,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,123rd St,Jamaica Av,NW,40700808,-73827390
BMT,Jamaica,75 St-Elderts Ln,J,Z,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,75th St,Jamaica,SE,40691285,-73866425
BMT,Jamaica,75 St-Elderts Ln,J,Z,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,75th St,Jamaica,NW,40691479,-73866610
BMT,Jamaica,85 St-Forest Pkwy,J,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,85th St,Jamaica Av,SE,40692381,-73858975
BMT,Jamaica,85 St-Forest Pkwy,J,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,85th St,Jamaica Av,NE,40692666,-73859098
BMT,Jamaica,Alabama Av,J,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Alabama Av,Fulton St,SE,40676803,-73899510
BMT,Jamaica,Alabama Av,J,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Alabama Av,Fulton St,SE,40676755,-73899834
BMT,Jamaica,Chauncey St,J,Z,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Moffat St,Broadway,SW,40683417,-73911242
BMT,Jamaica,Chauncey St,J,Z,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Moffat St,Broadway,NW,40683313,-73911334
BMT,Jamaica,Cleveland St,J,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Cleveland,,SW,40679530,-73885716
BMT,Jamaica,Cleveland St,J,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Cleveland St,Fulton St,NW,40679656,-73885731
BMT,Jamaica,Crescent St,J,Z,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Pine St,Fulton St,SE,40683478,-73872548
BMT,Jamaica,Crescent St,J,Z,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Pine St,Fulton St,NE,40683588,-73872600
BMT,Jamaica,Cypress Hills,J,,,,,,,,,,,FALSE,,TRUE,Stair,NO,YES,NONE,Autumn Av,Jamaica Av,SE,40690142,-73871630
BMT,Jamaica,Cypress Hills,J,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Crescent St,Jamaica Av,SE,40689470,-73873449
BMT,Jamaica,Cypress Hills,J,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Crescent St,Jamaica Av,NE,40689596,-73873555
BMT,Jamaica,Flushing Av,J,M,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Flushing Av,Broadway,NW,40700847,-73941710
BMT,Jamaica,Flushing Av,J,M,,,,,,,,,,TRUE,,TRUE,Elevator,YES,,FULL,Flushing Av,Broadway,SE,40700629,-73941995
BMT,Jamaica,Flushing Av,J,M,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Flushing Av,Broadway,SE,40700634,-73942173
BMT,Jamaica,Gates Av,J,Z,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Linden St,Broadway,NW,40690142,-73923062
BMT,Jamaica,Gates Av,J,Z,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Linden St,Broadway,SW,40690030,-73923161
BMT,Jamaica,Halsey St,J,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Weirfield St,Broadway,NE,40685946,-73915713
BMT,Jamaica,Halsey St,J,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Weirfield St,Broadway,SE,40685847,-73915807
BMT,Jamaica,Hewes St,J,M,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Hooper St,Broadway,NW,40707248,-73954326
BMT,Jamaica,Hewes St,J,M,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Hooper St,Broadway,SW,40707117,-73954370
BMT,Jamaica,Kosciusko St,J,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Patchen Av,Broadway,SW,40692929,-73927940
BMT,Jamaica,Kosciusko St,J,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Patchen Av,Broadway,NE,40692930,-73928257
BMT,Jamaica,Lorimer St,J,M,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Lorimer St,Broadway,NW,40703454,-73946536
BMT,Jamaica,Lorimer St,J,M,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Lorimer St,Broadway,SW,40703321,-73946613
BMT,Jamaica,Lorimer St,J,M,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Moore St,Broadway,NW,40704396,-73948223
BMT,Jamaica,Lorimer St,J,M,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Moore St,Broadway,SW,40704279,-73948324
BMT,Jamaica,Marcy Av,J,M,Z,,,,,,,,,TRUE,,FALSE,Stair,YES,,NONE,Havemeyer St,Broadway,NE,40708788,-73958826
BMT,Jamaica,Marcy Av,J,M,Z,,,,,,,,,TRUE,,FALSE,Stair,YES,,NONE,Havemeyer St,Broadway,SE,40708681,-73958927
BMT,Jamaica,Marcy Av,J,M,Z,,,,,,,,,TRUE,,FALSE,Stair,YES,,FULL,Marcy Av,Broadway,NE,40708409,-73957689
BMT,Jamaica,Marcy Av,J,M,Z,,,,,,,,,TRUE,,FALSE,Stair,YES,,NONE,Marcy Av,Broadway,SE,40708271,-73957749
BMT,Jamaica,Marcy Av,J,M,Z,,,,,,,,,TRUE,,FALSE,Elevator,YES,,FULL,Marcy Av,Broadway,NW,40708565,-73957893
BMT,Jamaica,Marcy Av,J,M,Z,,,,,,,,,TRUE,,FALSE,Elevator,YES,,NONE,Marcy Av,Broadway,SW,40708293,-73958044
BMT,Jamaica,Marcy Av,J,M,Z,,,,,,,,,TRUE,,FALSE,Stair,YES,,FULL,Marcy Av,Broadway,NW,40708529,-73958048
