PLAZAID,DATE,ETC,CASH
5,9/16/2011,"20,397","3,587"
6,9/16/2011,"18,325","4,287"
7,9/16/2011,"80,088","14,803"
8,9/16/2011,"46,986","7,711"
9,9/16/2011,"102,167","25,380"
11,9/16/2011,"84,835","17,623"
1,9/15/2011,"60,581","22,012"
2,9/15/2011,"79,688","16,101"
3,9/15/2011,"79,820","25,448"
4,9/15/2011,"59,514","8,116"
5,9/15/2011,"19,330","3,102"
6,9/15/2011,"17,426","3,967"
7,9/15/2011,"82,146","13,298"
8,9/15/2011,"50,695","7,248"
9,9/15/2011,"98,274","21,522"
11,9/15/2011,"82,117","14,980"
1,9/14/2011,"60,463","21,723"
2,9/14/2011,"77,595","15,357"
3,9/14/2011,"79,403","24,808"
4,9/14/2011,"56,266","7,534"
5,9/14/2011,"19,802","3,411"
6,9/14/2011,"18,160","4,126"
7,9/14/2011,"76,798","12,168"
8,9/14/2011,"48,341","6,696"
9,9/14/2011,"95,908","20,984"
11,9/14/2011,"80,790","14,783"
1,9/13/2011,"58,349","20,660"
2,9/13/2011,"74,364","14,219"
3,9/13/2011,"76,920","24,563"
4,9/13/2011,"55,569","7,410"
5,9/13/2011,"20,120","3,776"
6,9/13/2011,"18,635","4,191"
7,9/13/2011,"74,100","11,527"
8,9/13/2011,"47,129","6,620"
9,9/13/2011,"94,019","20,522"
11,9/13/2011,"79,319","14,389"
1,9/12/2011,"57,847","21,590"
2,9/12/2011,"74,398","15,078"
3,9/12/2011,"79,192","26,168"
4,9/12/2011,"53,020","7,290"
5,9/12/2011,"18,734","3,265"
6,9/12/2011,"17,008","3,856"
7,9/12/2011,"73,996","11,802"
8,9/12/2011,"42,113","6,086"
9,9/12/2011,"93,642","21,576"
11,9/12/2011,"76,469","14,983"
1,9/11/2011,"43,257","25,255"
2,9/11/2011,"53,862","16,268"
3,9/11/2011,"65,025","30,567"
4,9/11/2011,"35,869","6,714"
5,9/11/2011,"13,422","3,089"
6,9/11/2011,"11,962","3,594"
7,9/11/2011,"44,545","9,859"
8,9/11/2011,"12,300","2,892"
9,9/11/2011,"75,765","25,387"
11,9/11/2011,"59,814","18,543"
1,9/10/2011,"51,435","27,388"
2,9/10/2011,"58,849","18,048"
3,9/10/2011,"71,498","31,388"
4,9/10/2011,"40,971","8,139"
5,9/10/2011,"16,439","3,784"
6,9/10/2011,"14,579","4,519"
7,9/10/2011,"54,829","13,078"
8,9/10/2011,"22,760","5,875"
9,9/10/2011,"91,316","28,980"
11,9/10/2011,"73,344","21,224"
1,9/9/2011,"62,851","24,441"
2,9/9/2011,"86,379","20,213"
3,9/9/2011,"82,548","28,105"
4,9/9/2011,"56,635","9,133"
5,9/9/2011,"21,071","3,921"
6,9/9/2011,"19,075","4,626"
7,9/9/2011,"77,917","15,375"
8,9/9/2011,"44,042","7,290"
9,9/9/2011,"99,360","24,303"
11,9/9/2011,"83,170","16,978"
1,9/8/2011,"60,314","21,556"
2,9/8/2011,"77,920","16,015"
3,9/8/2011,"73,483","24,320"
4,9/8/2011,"51,994","7,332"
5,9/8/2011,"19,934","3,300"
6,9/8/2011,"18,244","4,059"
7,9/8/2011,"79,310","13,005"
8,9/8/2011,"48,891","7,044"
9,9/8/2011,"91,028","19,995"
11,9/8/2011,"78,424","14,571"
1,9/7/2011,"58,351","21,044"
2,9/7/2011,"73,868","15,160"
3,9/7/2011,"70,371","23,613"
4,9/7/2011,"49,500","6,992"
5,9/7/2011,"18,393","3,042"
6,9/7/2011,"16,450","3,680"
7,9/7/2011,"73,108","11,619"
8,9/7/2011,"47,739","6,636"
9,9/7/2011,"87,195","19,488"
11,9/7/2011,"76,975","14,636"
1,9/6/2011,"56,237","21,128"
2,9/6/2011,"73,678","15,836"
3,9/6/2011,"74,177","25,927"
4,9/6/2011,"53,553","7,379"
5,9/6/2011,"18,269","3,226"
6,9/6/2011,"16,232","3,630"
7,9/6/2011,"74,296","12,693"
8,9/6/2011,"45,623","6,604"
9,9/6/2011,"89,127","21,407"
11,9/6/2011,"75,178","15,639"
1,9/5/2011,"42,494","24,714"
2,9/5/2011,"56,369","15,856"
3,9/5/2011,"64,819","34,300"
4,9/5/2011,"38,769","7,584"
5,9/5/2011,"16,604","3,875"
6,9/5/2011,"12,194","4,401"
7,9/5/2011,"52,047","12,178"
8,9/5/2011,"25,611","5,946"
9,9/5/2011,"75,402","28,023"
11,9/5/2011,"55,388","19,745"
1,9/4/2011,"46,866","30,375"
2,9/4/2011,"57,993","21,549"
3,9/4/2011,"73,695","38,937"
4,9/4/2011,"41,507","9,844"
5,9/4/2011,"19,720","5,644"
6,9/4/2011,"14,492","6,223"
7,9/4/2011,"50,891","14,642"
8,9/4/2011,"32,020","7,931"
9,9/4/2011,"87,970","32,073"
11,9/4/2011,"65,441","22,912"
1,9/3/2011,"50,538","30,351"
2,9/3/2011,"58,639","22,955"
3,9/3/2011,"76,169","38,879"
4,9/3/2011,"41,478","10,079"
5,9/3/2011,"18,203","5,421"
6,9/3/2011,"15,564","5,817"
7,9/3/2011,"53,514","15,262"
8,9/3/2011,"29,551","8,293"
9,9/3/2011,"93,612","33,252"
11,9/3/2011,"72,945","23,722"
1,9/2/2011,"63,306","27,576"
2,9/2/2011,"79,485","21,618"
3,9/2/2011,"83,953","32,862"
4,9/2/2011,"52,283","10,275"
5,9/2/2011,"21,902","4,546"
6,9/2/2011,"18,661","5,213"
7,9/2/2011,"72,637","15,307"
8,9/2/2011,"44,599","8,631"
9,9/2/2011,"101,963","28,460"
11,9/2/2011,"84,982","19,865"
1,9/1/2011,"63,853","24,741"
2,9/1/2011,"79,808","18,218"
3,9/1/2011,"86,150","29,659"
4,9/1/2011,"56,820","9,031"
5,9/1/2011,"21,160","3,953"
6,9/1/2011,"18,309","4,591"
7,9/1/2011,"79,796","14,220"
8,9/1/2011,"48,442","7,825"
9,9/1/2011,"101,870","24,334"
11,9/1/2011,"85,608","17,380"
1,8/31/2011,"61,216","24,005"
2,8/31/2011,"78,135","17,691"
3,8/31/2011,"83,750","29,139"
4,8/31/2011,"54,897","8,265"
5,8/31/2011,"21,672","4,102"
6,8/31/2011,"18,573","4,826"
7,8/31/2011,"76,643","13,482"
8,8/31/2011,"48,106","7,680"
9,8/31/2011,"97,843","23,591"
11,8/31/2011,"83,023","17,127"
1,8/30/2011,"61,900","24,382"
2,8/30/2011,"79,076","17,787"
3,8/30/2011,"82,523","29,287"
4,8/30/2011,"52,875","7,980"
5,8/30/2011,"20,510","3,693"
6,8/30/2011,"17,644","4,423"
7,8/30/2011,"74,102","13,134"
8,8/30/2011,"51,300","8,862"
9,8/30/2011,"96,319","24,256"
11,8/30/2011,"82,720","17,410"
1,8/29/2011,"57,001","23,011"
2,8/29/2011,"73,358","17,564"
3,8/29/2011,"74,440","26,751"
4,8/29/2011,"45,161","8,139"
5,8/29/2011,"17,584","3,336"
6,8/29/2011,"15,549","4,015"
7,8/29/2011,"67,250","13,075"
8,8/29/2011,"42,076","6,872"
9,8/29/2011,"83,408","22,419"
11,8/29/2011,"71,530","14,932"
1,8/28/2011,"11,784","7,255"
2,8/28/2011,"10,919","4,117"
3,8/28/2011,"10,520",1
4,8/28/2011,"6,082","1,508"
5,8/28/2011,"7,796",0
6,8/28/2011,"5,991",0
7,8/28/2011,"10,619","2,885"
8,8/28/2011,"6,132","1,314"
9,8/28/2011,"12,465",0
11,8/28/2011,"14,970",5
1,8/27/2011,"26,422","16,528"
2,8/27/2011,"26,035","9,951"
3,8/27/2011,"34,125",0
4,8/27/2011,"19,057","4,376"
5,8/27/2011,"7,950",0
6,8/27/2011,"9,227",0
7,8/27/2011,"25,414","7,015"
8,8/27/2011,"12,048","3,187"
9,8/27/2011,"44,835",0
11,8/27/2011,"28,026",0
1,8/26/2011,"62,797","25,610"
2,8/26/2011,"75,059","19,638"
3,8/26/2011,"85,100","24,665"
4,8/26/2011,"52,927","9,934"
5,8/26/2011,"23,103","2,494"
6,8/26/2011,"19,224","3,058"
7,8/26/2011,"74,763","14,670"
8,8/26/2011,"46,628","8,829"
9,8/26/2011,"105,559","22,416"
11,8/26/2011,"81,705","14,342"
1,8/25/2011,"56,940","22,710"
2,8/25/2011,"71,745","16,272"
3,8/25/2011,"78,410","27,341"
4,8/25/2011,"53,023","8,170"
5,8/25/2011,"18,179","3,197"
6,8/25/2011,"16,300","3,718"
7,8/25/2011,"72,753","12,510"
8,8/25/2011,"45,701","7,036"
9,8/25/2011,"99,966","23,984"
11,8/25/2011,"79,534","16,019"
1,8/24/2011,"59,004","23,156"
2,8/24/2011,"72,304","16,603"
3,8/24/2011,"81,337","28,785"
4,8/24/2011,"52,918","8,058"
5,8/24/2011,"21,074","3,937"
6,8/24/2011,"17,598","4,620"
7,8/24/2011,"72,431","12,292"
8,8/24/2011,"46,301","7,132"
9,8/24/2011,"102,115","24,578"
11,8/24/2011,"80,882","16,792"
1,8/23/2011,"57,050","22,293"
2,8/23/2011,"69,955","15,322"
3,8/23/2011,"78,743","27,867"
4,8/23/2011,"51,867","7,637"
5,8/23/2011,"20,752","3,874"
6,8/23/2011,"16,876","4,416"
7,8/23/2011,"68,576","11,687"
8,8/23/2011,"43,508","6,414"
9,8/23/2011,"98,305","23,107"
11,8/23/2011,"78,660","16,176"
1,8/22/2011,"55,616","23,107"
2,8/22/2011,"70,096","16,071"
3,8/22/2011,"80,566","29,073"
4,8/22/2011,"50,262","8,036"
5,8/22/2011,"20,235","3,837"
6,8/22/2011,"16,448","4,432"
7,8/22/2011,"68,103","12,091"
8,8/22/2011,"41,517","6,172"
9,8/22/2011,"96,600","24,288"
11,8/22/2011,"76,110","17,253"
1,8/21/2011,"43,695","27,280"
2,8/21/2011,"54,845","18,038"
3,8/21/2011,"72,206","35,785"
4,8/21/2011,"43,077","9,134"
5,8/21/2011,"16,540","4,354"
6,8/21/2011,"12,949","5,099"
7,8/21/2011,"53,660","13,884"
8,8/21/2011,"31,351","7,434"
9,8/21/2011,"91,392","31,438"
11,8/21/2011,"65,872","22,266"
1,8/20/2011,"49,981","29,470"
2,8/20/2011,"57,359","20,385"
3,8/20/2011,"76,769","37,130"
4,8/20/2011,"44,018","10,076"
5,8/20/2011,"19,287","5,489"
6,8/20/2011,"15,848","6,310"
7,8/20/2011,"55,556","14,606"
8,8/20/2011,"31,065","7,953"
9,8/20/2011,"95,033","32,413"
11,8/20/2011,"75,080","23,115"
1,8/19/2011,"59,193","25,673"
2,8/19/2011,"72,713","18,348"
3,8/19/2011,"81,271","30,133"
4,8/19/2011,"53,110","9,862"
5,8/19/2011,"20,388","4,011"
6,8/19/2011,"16,920","4,554"
7,8/19/2011,"70,843","14,025"
8,8/19/2011,"42,754","7,710"
9,8/19/2011,"99,752","26,561"
11,8/19/2011,"82,217","18,750"
1,8/18/2011,"58,549","23,199"
2,8/18/2011,"73,649","16,694"
3,8/18/2011,"83,198","28,410"
4,8/18/2011,"56,032","8,701"
5,8/18/2011,"20,078","3,616"
6,8/18/2011,"16,576","4,224"
7,8/18/2011,"76,011","13,680"
8,8/18/2011,"49,171","7,816"
9,8/18/2011,"96,906","23,183"
11,8/18/2011,"81,871","16,913"
1,8/17/2011,"58,357","23,399"
2,8/17/2011,"73,883","16,466"
3,8/17/2011,"81,617","28,683"
4,8/17/2011,"54,301","8,206"
5,8/17/2011,"23,160","4,634"
6,8/17/2011,"18,296","5,388"
7,8/17/2011,"74,065","12,738"
8,8/17/2011,"47,877","7,469"
9,8/17/2011,"97,742","23,748"
11,8/17/2011,"80,603","16,725"
1,8/16/2011,"55,562","22,299"
2,8/16/2011,"70,272","15,603"
3,8/16/2011,"77,464","27,690"
4,8/16/2011,"52,114","7,888"
5,8/16/2011,"18,299","3,232"
6,8/16/2011,"15,824","3,571"
7,8/16/2011,"71,892","12,208"
8,8/16/2011,"45,239","6,714"
9,8/16/2011,"91,857","22,123"
11,8/16/2011,"76,964","15,813"
1,8/15/2011,"54,166","22,977"
2,8/15/2011,"67,601","16,026"
3,8/15/2011,"77,731","28,383"
4,8/15/2011,"49,100","7,871"
5,8/15/2011,"18,162","3,202"
6,8/15/2011,"16,220","3,687"
7,8/15/2011,"68,554","12,111"
8,8/15/2011,"41,986","6,052"
9,8/15/2011,"89,011","22,149"
11,8/15/2011,"72,322","16,134"
1,8/14/2011,"40,946","24,962"
2,8/14/2011,"48,458","16,108"
3,8/14/2011,"64,065","30,864"
4,8/14/2011,"39,127","8,404"
5,8/14/2011,"11,809","2,804"
6,8/14/2011,"11,001","3,291"
7,8/14/2011,"52,314","12,662"
8,8/14/2011,"29,384","6,622"
9,8/14/2011,"74,991","25,000"
11,8/14/2011,"53,557","17,865"
1,8/13/2011,"49,741","28,612"
2,8/13/2011,"57,224","21,271"
3,8/13/2011,"76,521","37,059"
4,8/13/2011,"47,360","11,021"
5,8/13/2011,"20,241","6,435"
6,8/13/2011,"16,596","7,132"
7,8/13/2011,"55,253","14,991"
8,8/13/2011,"30,773","8,274"
9,8/13/2011,"98,443","33,559"
11,8/13/2011,"75,838","24,247"
1,8/12/2011,"60,413","25,657"
2,8/12/2011,"76,556","19,839"
3,8/12/2011,"86,588","31,713"
4,8/12/2011,"58,129","10,962"
5,8/12/2011,"23,239","5,007"
6,8/12/2011,"18,730","5,817"
7,8/12/2011,"72,531","14,267"
8,8/12/2011,"46,041","8,446"
9,8/12/2011,"102,568","27,626"
11,8/12/2011,"86,179","19,698"
1,8/11/2011,"61,209","24,047"
2,8/11/2011,"78,960","17,651"
3,8/11/2011,"83,823","28,698"
4,8/11/2011,"58,440","9,133"
5,8/11/2011,"22,449","4,552"
6,8/11/2011,"18,344","5,330"
7,8/11/2011,"75,309","13,275"
8,8/11/2011,"46,822","7,500"
9,8/11/2011,"101,190","24,403"
11,8/11/2011,"85,129","17,437"
1,8/10/2011,"59,279","22,978"
2,8/10/2011,"76,351","16,471"
3,8/10/2011,"80,553","28,847"
4,8/10/2011,"56,929","8,737"
5,8/10/2011,"21,519","4,127"
6,8/10/2011,"17,392","4,582"
7,8/10/2011,"75,351","12,903"
8,8/10/2011,"47,884","6,957"
9,8/10/2011,"95,857","22,928"
11,8/10/2011,"80,599","16,510"
1,8/9/2011,"54,940","22,069"
2,8/9/2011,"69,395","15,535"
3,8/9/2011,"77,155","27,136"
4,8/9/2011,"51,948","7,782"
5,8/9/2011,"18,640","3,459"
6,8/9/2011,"16,587","4,137"
7,8/9/2011,"69,146","11,768"
8,8/9/2011,"40,810","6,066"
9,8/9/2011,"90,718","21,388"
11,8/9/2011,"75,164","15,588"
1,8/8/2011,"55,032","23,225"
2,8/8/2011,"71,039","16,393"
3,8/8/2011,"79,758","28,844"
4,8/8/2011,"51,210","8,314"
5,8/8/2011,"20,843","4,354"
6,8/8/2011,"17,027","5,065"
7,8/8/2011,"69,375","12,317"
8,8/8/2011,"40,052","6,065"
9,8/8/2011,"90,978","24,024"
11,8/8/2011,"75,089","17,050"
1,8/7/2011,"44,769","27,743"
2,8/7/2011,"58,059","18,920"
3,8/7/2011,"71,650","35,561"
4,8/7/2011,"40,477","8,549"
5,8/7/2011,"15,995","4,872"
6,8/7/2011,"12,938","5,254"
7,8/7/2011,"52,518","13,089"
8,8/7/2011,"30,164","6,960"
9,8/7/2011,"86,322","30,598"
11,8/7/2011,"63,559","21,426"
1,8/6/2011,"48,757","29,418"
2,8/6/2011,"54,619","20,081"
3,8/6/2011,"74,415","36,921"
4,8/6/2011,"43,927","10,049"
5,8/6/2011,"18,954","5,568"
6,8/6/2011,"15,228","6,221"
7,8/6/2011,"52,120","13,845"
8,8/6/2011,"30,191","7,772"
9,8/6/2011,"95,181","33,252"
11,8/6/2011,"73,349","23,347"
1,8/5/2011,"60,214","25,893"
2,8/5/2011,"75,362","19,959"
3,8/5/2011,"82,327","31,503"
4,8/5/2011,"58,338","10,823"
5,8/5/2011,"23,815","5,067"
6,8/5/2011,"18,831","5,889"
7,8/5/2011,"73,322","14,995"
8,8/5/2011,"44,299","7,886"
9,8/5/2011,"102,697","27,489"
11,8/5/2011,"84,608","19,331"
1,8/4/2011,"58,499","22,975"
2,8/4/2011,"78,407","17,208"
3,8/4/2011,"82,400","28,147"
4,8/4/2011,"59,012","9,397"
5,8/4/2011,"21,844","4,053"
6,8/4/2011,"17,308","4,577"
7,8/4/2011,"76,967","13,541"
8,8/4/2011,"48,634","7,401"
9,8/4/2011,"99,009","23,823"
11,8/4/2011,"82,901","17,230"
1,8/3/2011,"56,861","22,228"
2,8/3/2011,"73,540","15,862"
3,8/3/2011,"81,718","27,763"
4,8/3/2011,"56,422","8,481"
5,8/3/2011,"20,539","3,799"
6,8/3/2011,"17,020","4,410"
7,8/3/2011,"74,095","12,642"
8,8/3/2011,"45,830","6,817"
9,8/3/2011,"91,809","22,142"
11,8/3/2011,"78,938","16,172"
1,8/2/2011,"56,773","22,918"
2,8/2/2011,"74,735","16,091"
3,8/2/2011,"81,337","28,388"
4,8/2/2011,"55,245","8,441"
5,8/2/2011,"21,976","4,426"
6,8/2/2011,"18,147","5,604"
7,8/2/2011,"73,815","13,032"
8,8/2/2011,"45,702","6,733"
9,8/2/2011,"94,366","23,005"
11,8/2/2011,"78,250","16,206"
1,8/1/2011,"56,742","23,903"
2,8/1/2011,"71,851","17,016"
3,8/1/2011,"83,004","29,807"
4,8/1/2011,"52,541","8,468"
5,8/1/2011,"20,997","4,066"
6,8/1/2011,"16,726","4,905"
7,8/1/2011,"70,347","13,092"
8,8/1/2011,"41,766","6,428"
9,8/1/2011,"87,132","22,831"
11,8/1/2011,"75,379","17,241"
1,7/31/2011,"47,754","30,319"
2,7/31/2011,"62,236","20,791"
3,7/31/2011,"74,154","37,573"
4,7/31/2011,"47,458","9,915"
5,7/31/2011,"22,307","7,645"
6,7/31/2011,"16,688","9,782"
7,7/31/2011,"53,514","14,061"
8,7/31/2011,"32,814","7,729"
9,7/31/2011,"95,339","33,127"
11,7/31/2011,"66,451","23,241"
1,7/30/2011,"52,128","30,141"
2,7/30/2011,"67,776","23,184"
3,7/30/2011,"75,172","36,542"
4,7/30/2011,"46,164","10,710"
5,7/30/2011,"21,570","7,279"
6,7/30/2011,"17,508","8,321"
7,7/30/2011,"35,250","11,441"
8,7/30/2011,"31,530","8,371"
9,7/30/2011,"99,423","34,379"
11,7/30/2011,"75,571","24,131"
1,7/29/2011,"60,618","25,858"
2,7/29/2011,"78,394","20,269"
3,7/29/2011,"84,517","31,032"
4,7/29/2011,"58,845","11,036"
5,7/29/2011,"19,861","4,052"
6,7/29/2011,"16,901","4,492"
7,7/29/2011,"74,828","15,167"
8,7/29/2011,"44,539","8,127"
9,7/29/2011,"96,919","26,016"
11,7/29/2011,"84,734","19,369"
1,7/28/2011,"60,137","23,809"
2,7/28/2011,"81,625","18,004"
3,7/28/2011,"83,149","29,119"
4,7/28/2011,"60,645","9,203"
5,7/28/2011,"21,710","3,996"
6,7/28/2011,"17,736","4,904"
7,7/28/2011,"79,922","14,373"
8,7/28/2011,"50,351","7,837"
9,7/28/2011,"101,227","24,561"
11,7/28/2011,"83,586","17,496"
1,7/27/2011,"59,514","23,178"
2,7/27/2011,"79,253","16,941"
3,7/27/2011,"81,046","28,964"
4,7/27/2011,"59,498","9,066"
5,7/27/2011,"22,754","4,514"
6,7/27/2011,"18,389","5,336"
7,7/27/2011,"77,916","13,648"
8,7/27/2011,"47,171","6,974"
9,7/27/2011,"97,234","23,436"
11,7/27/2011,"81,545","16,843"
1,7/26/2011,"58,755","23,352"
2,7/26/2011,"75,178","16,681"
3,7/26/2011,"80,229","28,431"
4,7/26/2011,"55,896","8,436"
5,7/26/2011,"21,637","4,087"
6,7/26/2011,"17,408","4,831"
7,7/26/2011,"74,946","13,237"
8,7/26/2011,"45,907","6,811"
9,7/26/2011,"95,119","22,662"
11,7/26/2011,"78,528","16,343"
1,7/25/2011,"56,006","22,988"
2,7/25/2011,"71,467","16,382"
3,7/25/2011,"78,743","28,794"
4,7/25/2011,"53,410","8,257"
5,7/25/2011,"18,946","3,455"
6,7/25/2011,"15,687","3,833"
7,7/25/2011,"70,625","12,801"
8,7/25/2011,"43,021","6,711"
9,7/25/2011,"94,101","23,600"
11,7/25/2011,"74,351","16,651"
1,7/24/2011,"45,811","28,791"
2,7/24/2011,"58,404","19,083"
3,7/24/2011,"73,436","37,074"
4,7/24/2011,"47,409","9,958"
5,7/24/2011,"17,937","5,765"
6,7/24/2011,"14,331","7,148"
7,7/24/2011,"54,167","13,464"
8,7/24/2011,"31,113","7,480"
9,7/24/2011,"91,659","32,610"
11,7/24/2011,"63,219","22,063"
1,7/23/2011,"47,531","28,906"
2,7/23/2011,"52,714","19,816"
3,7/23/2011,"73,285","37,035"
4,7/23/2011,"43,797","10,389"
5,7/23/2011,"20,191","7,696"
6,7/23/2011,"16,786","9,174"
7,7/23/2011,"52,063","13,987"
8,7/23/2011,"27,711","7,616"
9,7/23/2011,"95,858","33,792"
11,7/23/2011,"71,671","23,113"
1,7/22/2011,"61,022","25,418"
2,7/22/2011,"76,443","20,454"
3,7/22/2011,"81,338","30,717"
4,7/22/2011,"56,992","10,618"
5,7/22/2011,"23,314","6,495"
6,7/22/2011,"19,687","8,372"
7,7/22/2011,"72,272","14,763"
8,7/22/2011,"44,126","7,540"
9,7/22/2011,"100,791","27,992"
11,7/22/2011,"84,551","19,498"
1,7/21/2011,"58,695","22,752"
2,7/21/2011,"81,310","18,348"
3,7/21/2011,"84,776","29,144"
4,7/21/2011,"61,748","9,579"
5,7/21/2011,"22,582","5,057"
6,7/21/2011,"18,660","6,573"
7,7/21/2011,"79,442","14,133"
8,7/21/2011,"48,701","7,426"
9,7/21/2011,"101,652","24,705"
11,7/21/2011,"83,459","17,078"
1,7/20/2011,"58,009","23,107"
2,7/20/2011,"78,670","17,104"
3,7/20/2011,"83,892","29,005"
4,7/20/2011,"59,898","9,153"
5,7/20/2011,"22,607","4,598"
6,7/20/2011,"18,587","6,059"
7,7/20/2011,"76,378","13,044"
8,7/20/2011,"46,237","6,761"
9,7/20/2011,"97,625","23,914"
11,7/20/2011,"81,978","16,781"
1,7/19/2011,"56,104","22,734"
2,7/19/2011,"74,579","15,793"
3,7/19/2011,"80,534","27,727"
4,7/19/2011,"55,502","8,289"
5,7/19/2011,"21,632","4,454"
6,7/19/2011,"17,884","5,495"
7,7/19/2011,"72,145","12,174"
8,7/19/2011,"44,925","6,769"
9,7/19/2011,"93,901","22,945"
11,7/19/2011,"77,809","16,196"
1,7/18/2011,"56,283","23,748"
2,7/18/2011,"72,818","16,622"
3,7/18/2011,"80,707","29,245"
4,7/18/2011,"53,246","8,247"
5,7/18/2011,"21,045","4,225"
6,7/18/2011,"17,222","5,349"
7,7/18/2011,"71,754","12,815"
8,7/18/2011,"42,996","6,567"
9,7/18/2011,"92,984","24,184"
11,7/18/2011,"75,809","17,175"
1,7/17/2011,"48,283","30,120"
2,7/17/2011,"62,424","20,245"
3,7/17/2011,"76,408","38,557"
4,7/17/2011,"46,377","10,018"
5,7/17/2011,"22,425","8,522"
6,7/17/2011,"17,167","10,499"
7,7/17/2011,"56,859","14,868"
8,7/17/2011,"32,659","7,940"
9,7/17/2011,"98,069","34,981"
11,7/17/2011,"66,297","22,766"
1,7/16/2011,"50,876","30,296"
2,7/16/2011,"57,747","21,493"
3,7/16/2011,"75,890","38,197"
4,7/16/2011,"46,038","11,031"
5,7/16/2011,"21,283","7,070"
6,7/16/2011,"17,339","8,217"
7,7/16/2011,"54,855","15,282"
8,7/16/2011,"30,703","7,887"
9,7/16/2011,"100,443","34,345"
11,7/16/2011,"74,481","23,541"
1,7/15/2011,"62,784","26,172"
2,7/15/2011,"77,611","19,841"
3,7/15/2011,"86,604","31,875"
4,7/15/2011,"58,692","10,933"
5,7/15/2011,"22,511","4,942"
6,7/15/2011,"18,875","5,984"
7,7/15/2011,"73,489","14,617"
8,7/15/2011,"44,824","8,294"
9,7/15/2011,"103,293","27,875"
11,7/15/2011,"85,810","19,433"
1,7/14/2011,"58,990","23,746"
2,7/14/2011,"80,445","17,058"
3,7/14/2011,"84,395","28,920"
4,7/14/2011,"60,348","9,233"
5,7/14/2011,"22,596","4,549"
6,7/14/2011,"18,178","5,383"
7,7/14/2011,"77,002","13,522"
8,7/14/2011,"48,931","7,491"
9,7/14/2011,"100,260","24,038"
11,7/14/2011,"83,495","17,031"
1,7/13/2011,"57,158","22,901"
2,7/13/2011,"75,795","16,341"
3,7/13/2011,"81,110","28,017"
4,7/13/2011,"56,718","8,572"
5,7/13/2011,"21,448","4,373"
6,7/13/2011,"17,746","5,296"
7,7/13/2011,"73,685","12,583"
8,7/13/2011,"47,393","7,325"
9,7/13/2011,"96,716","23,102"
11,7/13/2011,"79,901","16,339"
1,7/12/2011,"55,480","22,376"
2,7/12/2011,"72,793","15,686"
3,7/12/2011,"78,454","27,916"
4,7/12/2011,"53,686","8,120"
5,7/12/2011,"21,210","4,698"
6,7/12/2011,"17,834","6,100"
7,7/12/2011,"70,382","12,302"
8,7/12/2011,"45,509","6,711"
9,7/12/2011,"93,588","22,663"
11,7/12/2011,"78,245","16,270"
1,7/11/2011,"55,252","23,633"
2,7/11/2011,"71,518","16,577"
3,7/11/2011,"79,332","29,642"
4,7/11/2011,"51,805","8,199"
5,7/11/2011,"21,696","4,957"
6,7/11/2011,"17,954","6,207"
7,7/11/2011,"68,812","12,008"
8,7/11/2011,"42,361","6,461"
9,7/11/2011,"94,373","24,623"
11,7/11/2011,"75,557","17,203"
1,7/10/2011,"47,359","30,141"
2,7/10/2011,"62,981","20,119"
3,7/10/2011,"73,683","37,110"
4,7/10/2011,"47,283","9,813"
5,7/10/2011,"23,225","8,420"
6,7/10/2011,"17,817","11,135"
7,7/10/2011,"52,663","13,707"
8,7/10/2011,"32,773","7,599"
9,7/10/2011,"96,658","34,264"
11,7/10/2011,"66,532","22,692"
1,7/9/2011,"49,136","29,495"
2,7/9/2011,"59,624","20,362"
3,7/9/2011,"75,303","36,910"
4,7/9/2011,"44,052","10,344"
5,7/9/2011,"21,573","7,714"
6,7/9/2011,"17,405","8,519"
7,7/9/2011,"31,952","11,407"
8,7/9/2011,"30,311","7,696"
9,7/9/2011,"96,090","33,379"
11,7/9/2011,"73,128","23,389"
1,7/8/2011,"58,914","25,729"
2,7/8/2011,"71,796","18,418"
3,7/8/2011,"78,848","30,157"
4,7/8/2011,"54,663","9,984"
5,7/8/2011,"20,109","3,935"
6,7/8/2011,"16,848","4,653"
7,7/8/2011,"66,788","13,031"
8,7/8/2011,"42,817","7,296"
9,7/8/2011,"99,278","26,765"
11,7/8/2011,"82,180","19,158"
1,7/7/2011,"58,731","23,836"
2,7/7/2011,"75,741","17,075"
3,7/7/2011,"80,645","28,689"
4,7/7/2011,"57,372","9,265"
5,7/7/2011,"22,251","4,535"
6,7/7/2011,"18,166","5,447"
7,7/7/2011,"71,718","12,790"
8,7/7/2011,"47,192","7,499"
9,7/7/2011,"98,515","24,261"
11,7/7/2011,"82,144","17,456"
1,7/6/2011,"57,044","23,550"
2,7/6/2011,"71,680","16,957"
3,7/6/2011,"78,912","28,948"
4,7/6/2011,"53,565","8,223"
5,7/6/2011,"21,978","4,494"
6,7/6/2011,"18,046","6,051"
7,7/6/2011,"67,832","12,053"
8,7/6/2011,"44,434","6,630"
9,7/6/2011,"95,569","23,938"
11,7/6/2011,"79,218","17,077"
1,7/5/2011,"56,790","24,602"
